Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Bikes
2,28.1,68,0.8,2000,21.6,0,0,0,3,1,381
0,-7.7,52,3.2,1982,-15.8,0,0,0,1,1,103
14,0.1,27,4.5,2000,-16.7,1.09,0,0,1,1,338
12,31.2,51,2,1101,19.8,2.96,0,0,3,1,780
20,10.6,48,2,2000,0,0,0,0,4,1,1489
16,35.6,39,2.7,2000,19.5,1.81,0,0,3,1,826
22,25,59,0.6,742,16.4,0,0,0,2,1,1640
1,2.9,51,0.8,1119,-6.2,0,0,0,2,1,163
4,16.9,89,2.7,1577,15,0,2.5,0,4,1,0
15,25,13,4.1,2000,-5.3,2.98,0,0,2,1,1730
22,10.4,85,3.7,1671,7.9,0,0,0,2,1,299
20,24.9,70,1.2,1377,19,0,0,0,3,1,1685
18,33.9,42,2,1969,19.1,1.25,0,0,3,1,2419
10,-16.5,33,3.4,1703,-29,0.62,0,0.5,1,1,96
4,18.8,60,1,2000,10.8,0,0,0,3,1,194
13,-4.5,25,3.2,1989,-21.6,1.14,0,0,1,1,223
19,20,49,1.5,2000,8.9,0,0,0,4,1,1792
10,28.5,65,1.5,1519,21.2,1.74,0,0,3,1,831
11,15.6,60,3.7,817,7.8,1.44,0,0,2,1,588
19,22.5,43,0.4,2000,9.2,0,0,0,4,1,2021
22,20.9,71,1.6,1057,15.4,0,0.1,0,4,1,0
5,7.1,53,0.8,1392,-1.8,0,0,0,2,1,123
4,8,81,0.4,666,4.9,0,0,0,4,1,107
4,19.7,73,1.6,848,14.7,0,0,0,3,1,268
19,32.2,65,0.8,1894,24.7,0.1,0,0,3,1,1548
19,29.3,78,0,988,25,0.15,0,0,3,1,974
5,30.7,57,0.9,2000,21.1,0,0,0,3,1,265
0,20.1,52,1.5,2000,9.9,0,0,0,4,1,910
16,14.7,32,2,1934,-1.8,1.13,0,0,4,1,1206
21,7.6,75,1.1,2000,3.4,0,0,0,4,1,670
1,8.5,61,0.2,1273,1.3,0,0,0,4,1,0
2,18.2,85,0.8,355,15.6,0,0,0,2,1,534
8,13.5,63,2.2,1211,6.5,1.01,0,0,2,1,0
9,15.5,55,1.7,1318,6.4,1.76,0,0,2,1,0
1,28.3,78,0.5,1072,24,0,0,0,3,1,747
6,-3.1,54,1.4,1037,-11.1,0,0,0,1,1,36
21,23.4,52,1.4,2000,12.9,0,0,0,3,1,2235
1,28.2,70,1,2000,22.2,0,0,0,3,1,535
20,22.3,50,2.7,1512,11.3,0.05,0,0,2,1,1909
20,25.1,55,2.3,1779,15.4,0.08,0,0,3,1,2556
19,20.7,46,1,2000,8.6,0.02,0,0,4,1,1937
16,30.8,31,3.8,1246,11.7,2.17,0,0,3,1,1466
1,3.2,72,1.9,306,-1.3,0,0,0,1,1,190
16,21.5,62,3.4,2000,13.9,1.26,0,0,4,1,1601
5,5.8,85,1.3,829,3.4,0,0,0,2,1,65
5,7.4,56,0.6,1746,-0.8,0,0,0,2,1,143
23,14.1,74,1.5,486,9.5,0,0,0,4,1,914
6,22.5,83,0.8,537,19.4,0,0.4,0,3,1,37
7,3.6,83,0.9,350,0.9,0,0,0,4,1,815
11,3.1,62,1.1,517,-3.4,0.29,0,0,1,1,317
17,24.2,44,1.5,2000,11.1,0.58,0,0,4,1,0
12,29.8,33,1.5,1936,11.7,3.14,0,0,3,1,952
11,11.1,46,1.6,1518,-0.1,1.84,0,0,4,1,852
16,19.5,28,3,1605,0.4,2.24,0,0,2,1,1312
12,20.5,31,2.6,1299,2.7,2.79,0,0,2,1,1375
12,17.5,20,4.6,2000,-5.7,3.07,0,0,2,1,969
22,29.9,74,2,1201,24.7,0,0,0,3,1,1507
0,24.2,77,1.8,1365,19.9,0,0,0,3,1,1078
15,26.1,27,1.8,581,5.6,2.59,0,0,2,1,1080
4,-7.5,42,2.4,1998,-18.2,0,0,0,1,1,34
14,17.2,95,1.6,553,16.3,0.48,2.5,0,4,1,17
0,-9.5,48,1.3,1996,-18.4,0,0,0,1,1,168
0,2.1,74,1.4,970,-2,0,0,0,2,1,328
12,30.1,64,1.2,2000,22.5,2.54,0,0,3,1,944
23,8.4,65,0.8,1216,2.1,0,0,0,4,1,757
9,30.9,47,1,2000,18.2,1.62,0,0,3,1,860
7,24.2,88,2.3,2000,22,0.05,0,0,3,1,400
22,8.1,50,0.5,2000,-1.7,0,0,0,4,1,1126
5,11.1,79,0.3,1140,7.5,0,0,0,4,1,209
23,26.4,76,0.6,959,21.8,0,0,0,3,1,1354
15,34,51,1.8,1508,22.4,0.98,0,0,3,1,709
6,21.6,60,1,2000,13.4,0,0,0,3,1,397
18,10,33,1.2,2000,-5.5,0.68,0,0,2,1,1641
5,23.8,86,3.6,420,21.3,0,1,0,3,1,57
1,25,57,0.9,2000,15.8,0,0,0,3,1,844
21,21.8,67,0,1485,15.3,0,0,0,3,1,2166
6,1.2,69,0.6,436,-3.8,0,0,0,1,1,140
3,2.7,75,0.7,417,-1.2,0,0,0,2,1,105
22,21.4,87,2.4,540,19.1,0,0,0,4,1,988
10,27.4,70,2.4,1335,21.4,1.28,0,0,3,1,836
1,16,64,1,1600,9.1,0,0,0,2,1,430
13,6,36,1.8,1780,-7.9,1.12,0,0,1,1,606
6,-4.5,51,1.1,2000,-13.1,0,0,0,1,1,65
5,14.5,94,2,487,13.5,0,0,0,2,1,8
15,13.7,44,3.9,2000,1.6,0.83,0,0,4,1,1171
13,18.1,43,2.2,2000,5.3,2.3,0,0,4,1,1152
2,19,62,1.8,974,11.5,0,0,0,2,1,555
6,1,77,0.6,1259,-2.5,0,0,0,4,1,151
16,-6,40,4,2000,-17.4,0.55,0,0,1,1,277
1,5.9,65,1,596,-0.1,0,0,0,2,1,231
3,-8.6,64,0.9,1754,-14.1,0,0,0,1,1,57
10,0.8,73,0.5,248,-3.4,0.15,0,0,1,1,208
12,20.8,52,1.2,1984,10.5,1.25,0,0,4,1,915
4,9.1,81,0,493,6,0,0,0,4,1,0
16,29.3,41,2,905,14.6,1.95,0,0,3,1,1442
22,13.5,71,1.7,1711,8.3,0,0,0,4,1,1029
13,10.6,38,4.6,2000,-3.1,1.63,0,0,4,1,1118
6,7.6,75,0.6,1181,3.4,0,0,0,4,1,172
5,-0.8,85,2.8,329,-3,0,0,1.2,1,1,22
6,7,58,0.7,537,-0.7,0,0,0,2,1,252
23,2.7,74,0.8,291,-1.4,0,0,0,1,1,227
5,20.6,65,1.1,2000,13.7,0,0,0,4,1,179
15,19.6,44,2.4,1885,7,0.47,0.2,0,2,1,234
13,-4.5,23,2.6,1937,-22.5,2.12,0,0,1,1,228
10,4.8,96,0.6,87,4.2,0.04,0,0,1,1,4
13,-2.2,31,2.3,1910,-17,1.13,0,0,1,1,279
1,3.2,54,1.2,1968,-5.2,0,0,0,4,1,443
18,8.1,47,1.7,2000,-2.5,0.34,0,0,2,1,1155
7,-6.9,48,2.4,1974,-16,0,0,0,1,1,308
23,28.8,79,1.3,1484,24.7,0,0,0,3,1,942
9,0.2,28,1.9,1932,-16.2,0.57,0,0,4,1,883
5,22.5,96,0.3,1605,21.8,0,0,0,3,1,218
22,-7.6,41,1.6,2000,-18.6,0,0,0,1,1,155
4,-9.1,33,2.3,2000,-22.4,0,0,0,1,1,55
13,27.8,34,1.5,1306,10.4,3.14,0,0,2,1,1080
19,24.3,95,0.5,958,23.4,0.11,4,0,3,1,481
12,14.7,38,1,1884,0.5,2.55,0,0,4,1,1073
14,27.5,47,2.7,990,15.1,3.24,0,0,3,1,1158
14,-4.7,27,2.9,1883,-20.8,1.12,0,0,1,1,240
11,14.8,46,2,768,3.2,1.83,0,0,4,1,963
14,3.7,39,3.8,1908,-9,2.19,0,0,1,1,300
14,23.1,56,1.6,391,13.8,2.67,0,0,2,1,1124
4,7.8,70,0.3,395,2.6,0,0,0,2,1,95
4,5.9,68,0.7,1590,0.4,0,0,0,2,1,75
16,29.7,51,3,2000,18.4,2.27,0,0,3,1,1404
13,12.1,75,1.2,1775,7.7,0.99,0,0,4,1,916
3,-7.2,43,2,2000,-17.6,0,0,0,1,1,58
9,7.8,72,1.2,360,3,0.54,0,0,4,1,574
7,19.5,52,0.8,1818,9.3,0.46,0,0,3,1,1505
12,-5.5,21,2.1,1941,-24.4,1.08,0,0,1,1,230
11,13,38,2.7,2000,-1,2.3,0,0,4,1,959
13,-4.7,18,3.7,2000,-25.4,1.16,0,0,1,1,258
6,28,85,0.8,647,25.2,0.01,0,0,3,1,313
6,19.2,97,1.5,157,18.7,0,0,0,3,1,417
6,11.2,81,0.2,1071,8,0,0,0,4,1,504
16,21.8,97,1.8,206,21.2,0.18,0,0,2,1,223
23,12.9,38,1.5,2000,-1.1,0,0,0,4,1,840
17,5.2,58,0.8,462,-2.4,0.08,0,0,1,1,381
1,-5.1,51,1.5,1550,-13.6,0,0,0,1,1,170
0,16,69,2.4,1863,10.3,0,0,0,2,1,466
16,3.5,36,1.7,1702,-10.2,0.16,0,0,1,1,353
4,7.5,53,1,1701,-1.4,0,0,0,2,1,98
15,16.6,36,2.5,808,1.4,1.45,0,0,4,1,1229
16,33.1,42,2.9,1712,18.4,2.52,0,0,3,1,912
3,19.3,85,1.6,345,16.7,0,0,0,3,1,413
21,-1.6,52,2.2,2000,-10.1,0,0,0,1,1,345
9,28,64,1,1682,20.5,1.35,0,0,3,1,1014
19,17.3,47,2.2,2000,5.8,0,0,0,4,1,0
0,10.3,67,1.5,2000,4.4,0,0,0,4,1,783
5,0.8,80,0.3,565,-2.2,0,0,0,2,1,79
5,-3.7,51,2.6,2000,-12.3,0,0,0,1,1,32
20,29.4,86,1.1,1194,26.8,0.03,4,0,3,1,1208
8,-3.4,71,0.8,1179,-7.9,0,0,0,1,1,655
9,6.3,73,1.3,218,1.8,0.79,0,0,2,1,331
18,24.9,87,1.9,1742,22.5,0.25,0,0,3,1,832
4,17.2,0,0.4,1619,8.8,0,0,0,2,1,134
9,-13.3,36,3.5,2000,-25.2,0.19,0,1,1,1,228
7,27.9,60,1.1,1983,19.4,0.28,0,0,3,1,1091
14,33.6,55,1.1,1375,23.3,0.94,0,0,3,1,651
18,-13,29,3.4,2000,-27.3,0.05,0,0.7,1,1,297
15,29.3,43,1.5,1958,15.4,2.4,0,0,4,1,1550
8,22.2,95,1.6,389,21.3,0.26,0,0,3,1,2028
8,20.8,94,1,159,19.7,0.05,3.5,0,3,1,53
8,8.9,48,1.1,1444,-1.5,0.69,0,0,2,1,1789
19,22.6,34,1.5,2000,5.9,0.51,0,0,2,1,2140
23,23.6,87,0.6,2000,21.3,0,0,0,3,1,1113
8,20.8,96,0.4,1627,20.1,0.11,1.5,0,3,1,104
13,-1.3,43,1,1777,-12.3,0.8,0,1.7,1,1,228
6,9.2,64,1,2000,2.7,0.02,0,0,2,1,556
14,29.1,43,1.4,2000,15.2,2.39,0,0,4,1,1395
7,18.1,96,0.9,557,17.4,0.04,0,0,4,1,363
5,18.4,70,1.4,2000,12.8,0,0,0,3,1,138
14,19.8,32,2.3,1978,2.6,2.25,0,0,4,1,1221
23,16,33,0.5,1996,-0.2,0,0,0,2,1,988
2,-2.3,62,0.9,1560,-8.6,0,0,0,1,1,69
18,5.2,30,2.8,1877,-11,0.36,0,0,1,1,402
1,-2.2,31,1.1,1970,-17,0,0,0,1,1,162
20,11.1,51,3.7,1957,1.3,0,0,0,2,1,631
1,20,59,1.1,1999,11.7,0,0,0,4,1,761
11,24.6,53,1.4,1472,14.3,1.67,0,0,3,1,1014
22,-4.9,44,1.1,1369,-15.3,0,0,0,1,1,309
0,26.2,79,0.7,850,22.2,0,0,0,3,1,1002
23,19.8,73,0.9,442,14.8,0,0,0,2,1,855
18,30.7,43,1.6,931,16.6,0.74,0,0,3,1,3238
15,28.9,27,1.8,2000,8,2.9,0,0,4,1,1877
12,25.2,94,2.8,166,24.1,0.39,6.4,0,3,1,858
6,-16.1,33,3,2000,-28.7,0,0,0.7,1,1,71
8,-6.6,64,1.1,791,-12.2,0,0,0,1,1,658
6,2.4,65,1.8,1989,-3.5,0,0,0,2,1,232
18,2.5,24,2,2000,-16,0.02,0,0,1,1,295
20,15.5,38,1.7,745,1.2,0,0,0,2,1,1313
5,23.4,82,0.4,2000,20.1,0,0,0,3,1,289
7,23.5,86,0.2,1908,21,0.38,0,0,3,1,1308
8,0.3,63,0.4,1140,-5.9,0,0,0,1,1,191
18,5.2,44,1.3,647,-6,0,0,0,1,1,555
23,20.1,82,3.6,494,16.9,0,0,0,3,1,1401
17,8.5,59,2.7,1927,0.9,0.16,0,0,2,1,605
16,35,55,2.8,835,24.6,1.56,0,0,3,1,905
23,9.6,43,1.2,1333,-2.3,0,0,0,2,1,623
14,19.8,23,2.6,1472,-1.9,3.01,0,0,2,1,1037
5,-5.8,56,2,1941,-13.1,0,0,0,1,1,84
7,20.5,76,1.3,2000,16.1,0.06,0,0,4,1,1456
16,-1.1,24,3.4,2000,-19.1,0.56,0,0,1,1,401
7,12.6,85,0.4,292,10.1,0.23,0,0,2,1,1251
21,1.7,27,3.1,1734,-15.3,0,0,0,1,1,216
11,-2.6,33,1.5,1830,-16.6,0.95,0,1.4,1,1,194
19,1.6,53,4,2000,-6.9,0,0,0,1,1,181
13,13.5,32,5,1990,-2.9,2.56,0,0,4,1,1000
2,18.1,57,0.3,2000,9.4,0,0,0,4,1,589
0,1.8,67,1.2,387,-3.6,0,0,0,1,1,212
7,17.6,96,1.7,310,16.9,0,5,0,4,1,45
5,15,77,0.5,2000,10.9,0,0,0,4,1,208
5,18.6,76,0.4,1957,14.2,0,0,0,3,1,290
13,23.6,66,2.1,1689,16.8,0.87,0,0,4,1,754
5,0.8,42,1,1394,-10.6,0,0,0,1,1,67
19,30.8,55,1.9,1170,20.7,0.06,0,0,3,1,2162
14,33.3,55,4.7,1921,23,3.05,0,0,3,1,639
16,20.2,24,2.5,1881,-1,1.31,0,0,4,1,1976
3,-2.6,70,1,1992,-7.3,0,0,0,1,1,72
9,12.4,29,1.5,1380,-5.1,1.49,0,0,2,1,316
0,-1.7,83,0.8,1113,-4.2,0,0,3.5,1,1,69
3,7.1,85,0.7,329,4.7,0,0,0,4,1,314
22,14.2,73,1.9,2000,9.4,0,0,0,2,1,1221
11,23.1,63,2.6,949,15.6,1.68,0,0,2,1,949
13,6.3,55,3,792,-2,0.85,0,0,1,1,356
20,15.2,65,2.2,988,8.6,0,0,0,2,1,1133
20,-3.5,46,0,2000,-13.4,0,0,0,1,1,418
2,25.3,78,1,2000,21.1,0,0,0,3,1,497
6,-2.6,38,1,2000,-15,0,0,0,1,1,39
7,7.8,90,0.6,763,6.2,0,0,0,4,1,1165
18,27.5,47,2.5,1113,15.1,0.43,0,0,2,1,2915
18,5.5,53,1.5,1697,-3.3,0,0,0,1,1,489
14,3.7,53,0.6,592,-5,0.74,0,0,1,1,304
12,14.5,57,0.8,373,6,1.08,0,0,4,1,0
0,2.2,30,0.7,1879,-13.6,0,0,0,4,1,517
17,27.3,43,2.6,2000,13.6,1.25,0,0,4,1,2056
8,17.1,57,1.7,792,8.5,1.21,0,0,2,1,1996
22,-9.7,51,2.8,2000,-17.9,0,0,0,1,1,165
20,25.4,74,1.6,2000,20.4,0,0,0,3,1,1995
15,8.6,64,1.5,269,2.1,0.57,0,0,1,1,443
5,2.6,82,2,229,-0.1,0,0,0,1,1,68
3,21.6,80,1.2,2000,17.9,0,0,0,4,1,302
10,26.4,78,2.7,2000,22.2,0.44,0,0,3,1,642
14,18,28,1.6,1820,-0.8,3.11,0,0,2,1,1016
20,8.2,82,2.8,2000,5.3,0,0,0,4,1,624
7,-16.2,33,2.2,2000,-28.7,0,0,0.7,1,1,165
12,6,23,4.2,1990,-13.6,2,0,0,2,1,697
6,24.7,85,3.8,2000,22,0,0,0,3,1,346
7,20.2,73,1.1,708,15.1,0.41,0,0,3,1,616
0,1.7,86,2.7,54,-0.3,0,0.4,0.4,1,1,42
17,14.9,73,0.9,854,10,0.04,0,0,4,1,1115
14,38.7,38,2.4,1943,21.8,3.12,0,0,3,1,475
11,6.3,67,3.5,1179,0.6,0.52,0,0,1,1,288
22,11.6,89,2,469,9.8,0,4,0,2,1,13
15,13.2,61,3.9,719,5.8,1.03,0,0,4,1,995
3,14.2,98,1.5,135,13.8,0,0.2,0,2,1,141
12,26.1,67,2.2,758,19.4,2.15,0,0,3,1,1168
10,12.9,68,1.3,2000,7.1,0.97,0,0,2,1,638
17,34.3,44,2.1,1704,20.2,1.87,0,0,3,1,1468
11,15.7,53,1,1172,6.1,1.99,0,0,4,1,940
15,6.5,32,2.6,1321,-9,0.35,0,0,4,1,652
21,18.5,78,0.1,2000,14.5,0,0,0,4,1,1731
4,2.8,89,1.5,130,1.1,0,0,0,1,1,41
20,-3.3,34,1.5,2000,-16.9,0,0,0,1,1,384
21,17.8,21,1.2,2000,-4.8,0,0,0,2,1,1491
1,24.5,68,0.5,2000,18.1,0,0,0,4,1,524
6,0.4,95,0.3,197,-0.3,0,0,3.8,1,1,63
9,3.4,37,3.6,1668,-9.9,1.07,0,0,2,1,426
8,18.3,51,2,1366,7.9,0.7,0,0,2,1,608
18,21.7,40,3.5,1987,7.4,1.18,0,0,2,1,3123
4,-4.5,42,1.4,1944,-15.5,0,0,0,1,1,35
8,25.5,65,0.9,833,18.4,1.1,0,0,3,1,1993
9,8.5,95,2.6,447,7.7,0.1,8,0,2,1,9
11,33.9,46,1.6,1387,20.6,2.15,0,0,3,1,620
1,6.7,84,0.8,320,4.1,0,0,0,2,1,38
3,9.1,79,0.2,1689,5.6,0,0,0,4,1,266
11,-6.1,38,1,1587,-18.1,0.52,0,0,1,1,247
5,27.3,84,0.8,1067,24.3,0,0,0,3,1,188
18,19.2,53,2.4,2000,9.3,0.58,0,0,2,1,2100
19,-8.3,29,4.1,2000,-23.2,0,0,0,1,1,246
1,16.3,68,2.1,1859,10.3,0,0,0,2,1,355
3,-6.1,45,1.3,1999,-16.1,0,0,0,1,1,67
9,4.8,43,1,1200,-6.7,0.18,0,0,2,1,604
20,15.4,63,2.1,2000,8.3,0,0,0,4,1,1824
15,19.9,31,2,1613,2.2,1.57,0,0,4,1,1203
0,9.9,65,3.2,2000,3.6,0,0,0,4,1,640
23,30.2,62,0.8,1708,22.1,0,0,0,3,1,1103
0,5.6,78,0.6,196,2,0,0,0,1,1,266
4,9.5,66,1.1,1737,3.4,0,0,0,2,1,138
10,17.5,66,1.3,1059,11,0.55,0,0,2,1,579
2,6.7,72,2.1,2000,1.9,0,0,0,2,1,178
23,10.6,62,2.1,1694,3.6,0,0,0,2,1,832
20,15.7,97,0.3,343,15.2,0,1,0,2,1,29
22,16.2,54,1.1,1327,6.8,0,0,0,2,1,1556
1,23,82,2.1,1922,19.7,0,0,0,3,1,886
19,17.9,42,2.1,2000,4.7,0.37,0,0,2,1,2241
9,31,55,1.5,1945,20.8,1.14,0,0,3,1,985
7,6,96,0.6,94,5.4,0,0,0,2,1,581
17,11.1,25,2,1765,-8.2,1.19,0,0,2,1,1028
20,26.2,70,1.5,792,20.2,0.12,0,0,3,1,2339
3,-8.1,70,1.3,1557,-12.6,0,0,2,1,1,71
7,21.9,95,1.3,424,21,0.02,0,0,4,1,258
6,5.7,97,0.5,80,5.2,0,0,0,2,1,227
20,21,96,0.1,1431,20.3,0.02,0,0,3,1,1039
20,7.3,96,1.9,2000,6.6,0,0,0,2,1,56
10,1.4,64,1,897,-4.6,0.25,0,0.5,1,1,248
5,22.6,97,0,1383,22,0,0,0,3,1,224
13,24.9,32,3.9,2000,7,2.57,0,0,4,1,1409
7,12.3,43,0.6,2000,0,0.3,0,0,2,1,341
23,20,98,1.8,589,19.6,0,2.5,0,2,1,35
9,-1.5,33,0.9,1962,-15.7,0.57,0,0,4,1,800
8,-4.9,44,3,2000,-15.3,0,0,0,1,1,94
5,-5.6,72,2,662,-9.8,0,0,0,1,1,45
16,14.5,34,3.1,471,-1.2,1.59,0,0,2,1,752
11,15,52,1.4,2000,5.2,1.5,0,0,4,1,917
8,29.9,59,0.8,1727,21,1.03,0,0,3,1,1820
4,27.3,83,2.2,1054,24.1,0,0,0,3,1,253
8,0.8,44,1.7,1439,-10,0.02,0,0,4,1,1635
1,29.6,69,0.4,1942,23.3,0,0,0,3,1,850
20,13.3,77,1.6,833,9.3,0,0,0,4,1,1062
2,5.2,54,1.3,516,-3.3,0,0,0,1,1,174
12,18.2,15,1.6,2000,-8.9,2.27,0,0,2,1,1095
4,6.6,69,0.9,2000,1.3,0,0,0,4,1,145
6,0.8,88,1,900,-0.9,0,0,0,2,1,212
15,31.9,23,1.8,1977,8.1,2.57,0,0,3,1,1203
14,26.5,43,3.9,1671,12.8,2.36,0,0,3,1,1148
0,21.2,60,0.9,1789,13.1,0,0,0,3,1,1268
14,36.3,34,1.3,1493,17.9,3.17,0,0,3,1,682
11,0.2,22,2.2,1907,-19,1.57,0,0,1,1,276
18,23.1,48,1.3,2000,11.4,0.2,0,0,4,1,0
9,6,59,1,719,-1.4,0.6,0,0,4,1,990
5,25.5,72,0.4,2000,20,0,0,0,3,1,256
8,28.5,76,0.9,725,23.8,0.59,0,0,3,1,1763
14,19.4,53,1.4,2000,9.5,0.68,0,0,4,1,0
6,-5.2,42,0.7,1980,-16.1,0,0,0,1,1,30
20,16.2,76,2.1,2000,11.9,0.02,0,0,2,1,1386
4,6,84,1.7,951,3.4,0,0,0,2,1,110
9,3.5,60,1.3,1969,-3.5,0.71,0,0,2,1,570
18,27.8,48,1.2,2000,15.7,0.91,0,0,3,1,2238
4,12,69,0.5,2000,6.4,0,0,0,4,1,157
18,2.9,45,1.6,1629,-7.8,0.04,0,0,1,1,702
15,21.5,97,0.6,311,20.9,0.21,4.5,0,3,1,65
14,25.8,37,1.5,1995,9.9,2.22,0,0,4,1,1115
13,7.4,22,4.5,1964,-12.9,2.98,0,0,2,1,852
22,21.4,48,1.6,2000,9.9,0,0,0,3,1,1969
4,24.4,80,1,1112,20.7,0,0,0,3,1,222
16,6.6,50,4,645,-3.1,0.81,0,0,2,1,585
17,3.5,46,3.1,1992,-7,0.39,0,0,1,1,410
16,25.2,39,2.8,1987,10.2,1.65,0,0,4,1,1577
0,10.1,75,0,922,5.8,0,0,0,4,1,520
16,14.5,81,1.8,1588,11.2,0.78,0,0,4,1,900
23,3.9,90,1.3,194,2.4,0,0,0,1,1,303
17,35.8,36,2.2,2000,18.3,1.58,0,0,3,1,1006
3,-1.9,67,1,1575,-7.2,0,0,0,1,1,46
3,18.4,88,1.6,465,16.3,0,0,0,3,1,275
9,-6.8,44,1.7,1858,-17,0.16,0,0,1,1,342
10,20.2,62,1.8,2000,12.6,0.82,0,0,3,1,942
2,4.7,78,1.5,466,1.1,0,0,0,2,1,171
14,15.1,71,0.9,973,9.8,1.62,0,0,4,1,837
23,10.1,41,1.1,1509,-2.5,0,0,0,2,1,680
21,21.2,77,1.7,638,16.9,0,0,0,3,1,2337
22,21.6,66,1.2,1438,14.9,0,0,0,3,1,1934
8,5.1,83,0.9,297,2.4,0,0,0,1,1,188
17,27.4,48,2.7,1084,15.4,1.8,0,0,3,1,2104
11,-8.5,27,4.7,1894,-24.2,1.73,0,0,1,1,156
3,1.3,40,2.1,2000,-10.8,0,0,0,2,1,82
23,-1.4,43,4.3,2000,-12.3,0,0,0,1,1,148
3,0.3,91,2,172,-1,0,1,1.2,1,1,65
2,19.3,54,1.4,2000,9.7,0,0,0,3,1,648
8,5.7,57,2.5,458,-2.1,0.04,0,0,1,1,816
11,24.2,41,1.5,1818,10.1,2.62,0,0,4,1,1179
15,13.1,54,4.1,1264,3.9,1.98,0,0,2,1,62
19,-5.2,66,3.1,2000,-10.5,0,0,0,1,1,147
20,12.8,56,2,2000,4.2,0,0,0,2,1,1374
13,18.3,33,1.9,1324,1.7,2.53,0,0,4,1,1652
12,-12.8,25,3.2,1981,-28.7,1.16,0,0.6,1,1,142
17,32.6,46,2.8,1560,19.4,1.95,0,0,3,1,1596
21,19,82,1,2000,15.8,0,0,0,3,1,1647
5,10.8,82,0.3,1778,7.8,0,0,0,4,1,0
15,29.6,40,2.5,1546,14.5,1.96,0,0,3,1,1890
19,-2.7,39,1.4,1616,-14.7,0,0,0,1,1,417
22,21,75,1.3,2000,16.3,0,0,0,3,1,776
1,-9.8,47,1.3,1934,-19,0,0,0,1,1,62
2,-4.1,38,1.2,1996,-16.3,0,0,0,1,1,47
13,10.3,31,2.1,885,-6.1,2.67,0,0,2,1,843
20,8.3,39,1.6,560,-4.8,0,0,0,4,1,825
6,6.6,84,1.2,373,4,0,0,0,4,1,117
0,1.8,62,1.6,1411,-4.7,0,0,0,4,1,474
20,17.6,77,1.2,2000,13.5,0.01,0,0,2,1,1526
7,25.8,67,0.9,1773,19.1,0.34,0,0,3,1,360
10,22.9,45,1.5,2000,10.3,2.1,0,0,4,1,928
20,18,67,0.7,2000,11.7,0,0,0,4,1,0
3,18.5,73,1,1951,13.5,0,0,0,3,1,591
0,24.1,45,2,2000,11.4,0,0,0,3,1,1109
0,-4.9,56,1.1,1982,-12.3,0,0,0,1,1,138
1,18.8,84,1.7,658,16,0,0,0,3,1,769
0,-11,51,1.1,2000,-19.1,0,0,0,1,1,133
13,23,63,3.1,494,15.5,1.92,0,0,2,1,1493
22,19.9,75,0.8,516,15.3,0,0,0,2,1,1400
2,12.9,83,1.6,369,10,0,0,0,2,1,254
7,23.9,71,0.4,2000,18.3,0.02,0,0,4,1,1287
10,31.4,51,1.1,847,20,2.32,0,0,3,1,699
23,16.9,84,0.9,2000,14.1,0,0,0,4,1,1162
6,-6.5,67,0.7,1175,-11.6,0,0,0,1,1,69
5,19.4,82,2.1,677,16.2,0,0,0,3,1,308
4,-0.2,87,3.5,246,-2.1,0,0,1.2,1,1,32
20,33.9,58,2.4,1519,24.4,0.04,0,0,3,1,1480
7,5.3,73,0.7,2000,0.8,0.01,0,0,4,1,1142
5,-2.8,83,0.6,946,-5.2,0,0,3.5,1,1,34
10,2.1,42,1.1,1564,-9.5,1.12,0,0,1,1,195
2,24.2,91,3.6,1735,22.6,0,0,0,3,1,243
1,25.9,83,1.3,1520,22.7,0,0,0,3,1,498
17,23.4,38,2.7,1885,8.2,1.76,0,0,2,1,1863
5,17.8,69,1.1,951,12,0,0,0,3,1,264
2,29.8,57,0.8,2000,20.3,0,0,0,3,1,476
10,1.1,83,0.7,311,-1.4,0.41,0,0.7,1,1,321
22,27.2,70,1.9,1110,21.2,0,0,0,3,1,1940
0,-9.3,45,0.7,1976,-19,0,0,0,1,1,80
20,1.3,38,0.4,1386,-11.4,0,0,0,1,1,233
5,22.2,90,1.4,514,20.4,0,0,0,4,1,123
11,23.8,51,3.5,1970,13,2.62,0,0,4,1,988
5,14.8,38,0.6,2000,0.5,0,0,0,2,1,136
19,0,77,1.7,2000,-3.5,0,0,0,1,1,600
6,9,57,1.7,1903,0.9,0,0,0,2,1,521
2,10.7,80,0.6,409,7.3,0,0,0,4,1,568
18,27.4,29,3.6,2000,7.7,1.19,0,0,3,1,2246
1,-8.2,39,1.8,2000,-19.7,0,0,0,1,1,142
3,7.9,45,0.7,1770,-3.3,0,0,0,2,1,164
2,22.7,87,0.5,1187,20.4,0,0,0,3,1,586
23,2.6,56,1.9,1394,-5.3,0,0,0,4,1,559
0,15.8,82,1.6,546,12.7,0,0,0,2,1,844
10,4.3,31,4.9,1661,-11.3,1.77,0,0,2,1,453
23,20.9,53,1.8,2000,10.9,0,0,0,4,1,1240
3,1.3,87,1.7,822,-0.6,0,0,0,2,1,107
19,17.6,57,1.7,2000,8.9,0,0,0,4,1,0
13,3.5,17,3.2,1971,-19.3,2.2,0,0,1,1,169
